"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL4632515";"";"None";"396.36";"0";"2.86";"7h";"COc1cc(/C=C/C(=O)O)ccc1OCc1cn(-c2ccccc2[N+](=O)[O-])nn1";"IC50";"'='";"2780.0";"nM";"5.56";"";"";"UO_0000065";"14.02";"0.26";"2.70";"4.29";"0";"CHEMBL4620214";"Inhibition of human carbonic anhydrase 2 using p-nitrophenyl acetate as substrate by UV-VIS spectrophotometric analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4619721";"1";"Scientific Literature";"Bioorg Med Chem";"2020";"None";"";"";"";"2.78"
"CHEMBL4640224";"";"None";"396.36";"0";"2.86";"7i";"COc1cc(/C=C/C(=O)O)ccc1OCc1cn(-c2cccc([N+](=O)[O-])c2)nn1";"IC50";"'='";"1990.0";"nM";"5.70";"";"";"UO_0000065";"14.38";"0.27";"2.84";"4.40";"0";"CHEMBL4620214";"Inhibition of human carbonic anhydrase 2 using p-nitrophenyl acetate as substrate by UV-VIS spectrophotometric analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4619721";"1";"Scientific Literature";"Bioorg Med Chem";"2020";"None";"";"";"";"1.99"
"CHEMBL1169";"AMINOSALICYLIC ACID";"4.0";"153.14";"0";"0.67";"2";"Nc1ccc(C(=O)O)c(O)c1";"IC50";"'='";"750000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1002070";"Inhibition of human carbonic anhydrase 2 esterase activity by spectrophotometry";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152236";"1";"Scientific Literature";"Bioorg Med Chem";"2008";"None";"";"";"";"0.75"
"CHEMBL4633178";"";"None";"374.39";"0";"2.37";"277";"NS(=O)(=O)c1ccc(N2C(=O)CC/C2=C\C(=O)c2cccc(F)c2)cc1";"IC50";"'='";"0.46";"nM";"9.34";"";"";"UO_0000065";"24.94";"0.49";"6.97";"9.57";"0";"CHEMBL4602752";"Inhibition of human carbonic anhydrase 2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4602601";"1";"Scientific Literature";"Eur J Med Chem";"2019";"None";"";"";"";"0.46"
"CHEMBL4639923";"";"None";"385.81";"0";"3.61";"7g";"COc1cc(/C=C/C(=O)O)ccc1OCc1cn(-c2ccc(Cl)cc2)nn1";"IC50";"'='";"1880.0";"nM";"5.73";"";"";"UO_0000065";"14.84";"0.29";"2.12";"6.62";"0";"CHEMBL4620214";"Inhibition of human carbonic anhydrase 2 using p-nitrophenyl acetate as substrate by UV-VIS spectrophotometric analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4619721";"1";"Scientific Literature";"Bioorg Med Chem";"2020";"None";"";"";"";"1.88"
"CHEMBL4635469";"";"None";"365.39";"0";"3.26";"7k";"COc1cc(/C=C/C(=O)O)ccc1OCc1cn(-c2ccccc2C)nn1";"IC50";"'='";"4220.0";"nM";"5.38";"";"";"UO_0000065";"14.71";"0.27";"2.11";"6.22";"0";"CHEMBL4620214";"Inhibition of human carbonic anhydrase 2 using p-nitrophenyl acetate as substrate by UV-VIS spectrophotometric analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4619721";"1";"Scientific Literature";"Bioorg Med Chem";"2020";"None";"";"";"";"4.22"
"CHEMBL4641693";"";"None";"381.39";"0";"2.96";"7o";"COc1cccc(-n2cc(COc3ccc(/C=C/C(=O)O)cc3OC)nn2)c1";"IC50";"'='";"3620.0";"nM";"5.44";"";"";"UO_0000065";"14.27";"0.27";"2.48";"5.69";"0";"CHEMBL4620214";"Inhibition of human carbonic anhydrase 2 using p-nitrophenyl acetate as substrate by UV-VIS spectrophotometric analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4619721";"1";"Scientific Literature";"Bioorg Med Chem";"2020";"None";"";"";"";"3.62"
"CHEMBL4847613";"";"None";"473.50";"0";"3.99";"77f";"COc1ccc(C2CC(c3cc(F)cc(F)c3)=NN2c2ccc(S(N)(=O)=O)cc2)c(OC)c1";"IC50";"'='";"4.45";"nM";"8.35";"";"";"UO_0000065";"17.64";"0.35";"4.36";"8.86";"0";"CHEMBL5265198";"Inhibition of human CA2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5260848";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"";"INHIBITOR";"";"4.45"
"CHEMBL3402249";"";"None";"383.42";"0";"-0.12";"1d";"Cc1ccc(S(=O)(=O)NC(=O)C2C(C(=O)O)[C@H]3CC[C@@H]2[C@H](O)[C@@H]3O)cc1";"IC50";"'='";"126.5";"nM";"6.90";"";"";"UO_0000065";"17.99";"0.36";"7.02";"4.89";"0";"CHEMBL3406242";"Inhibition of human CA-2 using p-nitro-phenylacetate as substrate after 3 mins by UV-Vis spectrophotometry";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3400027";"1";"Scientific Literature";"Bioorg Med Chem";"2015";"None";"";"";"";"126.5"
"CHEMBL3402251";"";"None";"357.38";"0";"-0.37";"3d";"Cc1ccc(S(=O)(=O)NC(=O)C2CC(O)C(O)CC2C(=O)O)cc1";"IC50";"'='";"154.4";"nM";"6.81";"";"";"UO_0000065";"19.06";"0.39";"7.18";"4.83";"0";"CHEMBL3406242";"Inhibition of human CA-2 using p-nitro-phenylacetate as substrate after 3 mins by UV-Vis spectrophotometry";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3400027";"1";"Scientific Literature";"Bioorg Med Chem";"2015";"None";"";"";"";"154.4"
"CHEMBL20";"ACETAZOLAMIDE";"4.0";"222.25";"0";"-0.86";"AZA";"CC(=O)Nc1nnc(S(N)(=O)=O)s1";"IC50";"'='";"123.5";"nM";"6.91";"";"";"UO_0000065";"31.08";"0.73";"7.77";"6.01";"0";"CHEMBL3406242";"Inhibition of human CA-2 using p-nitro-phenylacetate as substrate after 3 mins by UV-Vis spectrophotometry";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3400027";"1";"Scientific Literature";"Bioorg Med Chem";"2015";"None";"";"";"";"123.5"
"CHEMBL17";"DICHLORPHENAMIDE";"4.0";"305.16";"0";"0.29";"DCPA";"NS(=O)(=O)c1cc(Cl)c(Cl)c(S(N)(=O)=O)c1";"IC50";"'='";"40.0";"nM";"7.40";"";"";"UO_0000065";"24.24";"0.63";"7.11";"6.15";"1";"CHEMBL657920";"Inhibitory activity against carbonic anhydrase II";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135542";"1";"Scientific Literature";"J Med Chem";"2002";"None";"";"";"";"40.0"
"CHEMBL4075710";"";"None";"552.69";"1";"4.11";"7g";"C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2OC(=O)[C@@H]1CCCN1C(=O)c1ccc(S(N)(=O)=O)cc1";"IC50";"'='";"110.0";"nM";"6.96";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4047030";"Inhibition of human CA2 catalytic activity pre-incubated for 15 mins followed by 4-NPA substrate addition and measured every 12 to 15 secs for 5 mins by spectrophotometry";"A";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4043217";"1";"Scientific Literature";"Bioorg Med Chem";"2017";"None";"";"";"";"110.0"
"CHEMBL4068479";"";"None";"524.68";"1";"4.48";"7i";"C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2OC(=O)[C@@H]1CCCN1c1ccc(S(N)(=O)=O)cc1";"IC50";"'='";"198.0";"nM";"6.70";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4047030";"Inhibition of human CA2 catalytic activity pre-incubated for 15 mins followed by 4-NPA substrate addition and measured every 12 to 15 secs for 5 mins by spectrophotometry";"A";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4043217";"1";"Scientific Literature";"Bioorg Med Chem";"2017";"None";"";"";"";"198.0"
"CHEMBL4062557";"";"None";"448.59";"0";"2.83";"7p";"C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2OC(=O)[C@@H]1CCCN1S(N)(=O)=O";"IC50";"'='";"10000.0";"nM";"5.00";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4047030";"Inhibition of human CA2 catalytic activity pre-incubated for 15 mins followed by 4-NPA substrate addition and measured every 12 to 15 secs for 5 mins by spectrophotometry";"A";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4043217";"1";"Scientific Literature";"Bioorg Med Chem";"2017";"None";"";"";"";"10000.0"
"CHEMBL4069396";"";"None";"446.56";"0";"1.17";"9";"O=C(CSC(=S)NN1CCN(c2ncccn2)CC1)NCc1ccc2c(c1)OCO2";"IC50";"'='";"0.855";"nM";"9.07";"";"";"UO_0000065";"20.31";"0.41";"7.90";"9.87";"0";"CHEMBL4041637";"Inhibition of human erythrocyte carbonic anhydrase-2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4041466";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";"";"";"";"0.855"
"CHEMBL4090426";"";"None";"489.58";"0";"2.28";"10";"O=C(CSC(=S)NN1CCN(c2ccc([N+](=O)[O-])cc2)CC1)NCc1ccc2c(c1)OCO2";"IC50";"'='";"0.799";"nM";"9.10";"";"";"UO_0000065";"18.58";"0.38";"6.82";"8.33";"0";"CHEMBL4041637";"Inhibition of human erythrocyte carbonic anhydrase-2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4041466";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";"";"";"";"0.799"
"CHEMBL4094577";"";"None";"540.68";"1";"3.97";"7f";"C[C@@H](C(=O)O[C@H]1CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@]12C)N(C)C(=O)c1ccc(S(N)(=O)=O)cc1";"IC50";"'='";"325.0";"nM";"6.49";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4047030";"Inhibition of human CA2 catalytic activity pre-incubated for 15 mins followed by 4-NPA substrate addition and measured every 12 to 15 secs for 5 mins by spectrophotometry";"A";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4043217";"1";"Scientific Literature";"Bioorg Med Chem";"2017";"None";"";"";"";"325.0"
"CHEMBL4081323";"";"None";"369.47";"0";"0.89";"3";"O=C(CSC(=S)NN1CCOCC1)NCc1ccc2c(c1)OCO2";"IC50";"'='";"0.287";"nM";"9.54";"";"";"UO_0000065";"25.83";"0.54";"8.65";"13.24";"0";"CHEMBL4041637";"Inhibition of human erythrocyte carbonic anhydrase-2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4041466";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";"";"";"";"0.287"
"CHEMBL2408075";"";"None";"445.91";"0";"4.45";"5b";"O=c1oc2ccccc2c(Cl)c1/C=N/c1ccc(S(=O)(=O)Nc2nccs2)cc1";"IC50";"'='";"58.0";"nM";"7.24";"";"";"UO_0000065";"16.23";"0.34";"2.79";"7.12";"0";"CHEMBL2411710";"Inhibition of human recombinant CA2 using 4-nitrophenylacetate as substrate preincubated for 15 mins by stopped-flow CO2 hydration assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2407072";"1";"Scientific Literature";"Eur J Med Chem";"2013";"None";"";"";"";"0.058"
"CHEMBL2408074";"";"None";"362.79";"0";"2.84";"5a";"NS(=O)(=O)c1ccc(/N=C/c2c(Cl)c3ccccc3oc2=O)cc1";"IC50";"'='";"33.0";"nM";"7.48";"";"";"UO_0000065";"20.62";"0.43";"4.64";"7.28";"0";"CHEMBL2411710";"Inhibition of human recombinant CA2 using 4-nitrophenylacetate as substrate preincubated for 15 mins by stopped-flow CO2 hydration assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2407072";"1";"Scientific Literature";"Eur J Med Chem";"2013";"None";"";"";"";"0.033"
"CHEMBL1204135";"SEZOLAMIDE HYDROCHLORIDE";"-1.0";"374.94";"0";"0.86";"8 (MK-927)";"CC(C)CN[C@H]1CCS(=O)(=O)c2sc(S(N)(=O)=O)cc21.Cl";"IC50";"'='";"1.2";"nM";"8.92";"";"";"UO_0000065";"26.36";"0.61";"8.06";"8.39";"0";"CHEMBL656567";"50% inhibitory concentration against human carbonic anhydrase II (HCA II) after pre-incubation for 4 min at 37 degree C";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1124372";"1";"Scientific Literature";"J Med Chem";"1989";"None";"";"";"";"1.2"
"CHEMBL42278";"";"None";"289.43";"0";"2.03";"18";"CCCCCC/C(=N\N)c1csc(S(N)(=O)=O)c1";"IC50";"'='";"2.0";"nM";"8.70";"";"";"UO_0000065";"30.06";"0.66";"6.67";"8.83";"0";"CHEMBL656581";"Activity against human carbonic anhydrase II";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1127528";"1";"Scientific Literature";"J Med Chem";"1994";"None";"";"";"";"2.0"
"CHEMBL1088204";"";"None";"256.35";"0";"1.76";"rac-5";"CC(NS(N)(=O)=O)c1csc2ccccc12";"IC50";"'='";"130000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1109265";"Inhibition of human carbonic anhydrase 2 by CO2 hydration assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153762";"1";"Scientific Literature";"J Med Chem";"2009";"None";"";"";"";"130.0"
"CHEMBL1084918";"";"None";"260.31";"0";"1.33";"4g";"NS(=O)(=O)NCc1csc2ccc(F)cc12";"IC50";"'='";"30000.0";"nM";"4.52";"";"";"UO_0000065";"17.37";"0.39";"3.19";"6.27";"0";"CHEMBL1109265";"Inhibition of human carbonic anhydrase 2 by CO2 hydration assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153762";"1";"Scientific Literature";"J Med Chem";"2009";"None";"";"";"";"30.0"
"CHEMBL1084674";"";"None";"239.30";"0";"0.47";"4e";"Cn1cc(CNS(N)(=O)=O)c2ccccc21";"IC50";"'='";"48000.0";"nM";"4.32";"";"";"UO_0000065";"18.05";"0.37";"3.85";"5.60";"0";"CHEMBL1109265";"Inhibition of human carbonic anhydrase 2 by CO2 hydration assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153762";"1";"Scientific Literature";"J Med Chem";"2009";"None";"";"";"";"48.0"
"CHEMBL543319";"";"None";"459.06";"0";"2.28";"64";"COCCOCCN(CCOC)C(C)c1cc2cc(S(N)(=O)=O)sc2s1.Cl";"IC50";"'='";"0.5";"nM";"9.30";"";"";"UO_0000065";"22.01";"0.49";"7.02";"10.21";"0";"CHEMBL656579";"In vitro inhibitory activity against human carbonic anhydrase II";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1125927";"1";"Scientific Literature";"J Med Chem";"1991";"None";"";"";"";"5E-10"
"CHEMBL42675";"";"None";"304.44";"0";"2.72";"17";"CCCCCC/C(=N\OC)c1csc(S(N)(=O)=O)c1";"IC50";"'='";"4.7";"nM";"8.33";"";"";"UO_0000065";"27.35";"0.60";"5.61";"10.19";"0";"CHEMBL656581";"Activity against human carbonic anhydrase II";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1127528";"1";"Scientific Literature";"J Med Chem";"1994";"None";"";"";"";"4.7"
"CHEMBL186636";"";"None";"246.32";"0";"-0.09";"23";"N/C(S)=N/Nc1ccc(S(N)(=O)=O)cc1";"IC50";"'='";"290.0";"nM";"6.54";"";"";"UO_0000065";"26.54";"0.60";"6.63";"5.91";"0";"CHEMBL828069";"Inhibitory concentration against human cystolic isozyme II of Carbonic anhydrase";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138639";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";"";"";"0.29"
"CHEMBL4644942";"";"None";"435.85";"0";"2.79";"276";"NS(=O)(=O)c1ccc(N2C(=O)CC/C2=C\C(=O)c2ccc([N+](=O)[O-])cc2Cl)cc1";"IC50";"'='";"0.46";"nM";"9.34";"";"";"UO_0000065";"21.42";"0.44";"6.55";"6.64";"0";"CHEMBL4602752";"Inhibition of human carbonic anhydrase 2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4602601";"1";"Scientific Literature";"Eur J Med Chem";"2019";"None";"";"";"";"0.46"
"CHEMBL1788205";"";"None";"283.35";"0";"-0.39";"R-1";"NS(=O)(=O)c1cc2c(s1)S(=O)(=O)CC[C@H]2O";"IC50";"'='";"4.2";"nM";"8.38";"";"";"UO_0000065";"29.56";"0.72";"8.77";"7.31";"0";"CHEMBL656567";"50% inhibitory concentration against human carbonic anhydrase II (HCA II) after pre-incubation for 4 min at 37 degree C";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1124372";"1";"Scientific Literature";"J Med Chem";"1989";"None";"";"";"";"4.2"
"CHEMBL7092";"";"None";"206.65";"0";"0.57";"11";"Nc1ccc(S(N)(=O)=O)cc1Cl";"IC50";"'='";"560.0";"nM";"6.25";"";"";"UO_0000065";"30.25";"0.71";"5.68";"7.25";"0";"CHEMBL828069";"Inhibitory concentration against human cystolic isozyme II of Carbonic anhydrase";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138639";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";"";"";"0.56"
"CHEMBL44335";"";"None";"277.41";"0";"2.40";"15a";"CCCCCCC(O)c1csc(S(N)(=O)=O)c1";"IC50";"'='";"13.0";"nM";"7.89";"";"";"UO_0000065";"28.43";"0.63";"5.49";"9.81";"0";"CHEMBL656581";"Activity against human carbonic anhydrase II";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1127528";"1";"Scientific Literature";"J Med Chem";"1994";"None";"";"";"";"13.0"
"CHEMBL4863999";"";"None";"362.36";"1";"-3.14";"84";"NS(=O)(=O)c1ccc(C(=O)N[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)cc1";"IC50";"'='";"210.0";"nM";"6.68";"";"";"UO_0000065";"18.43";"0.38";"9.82";"3.72";"0";"CHEMBL4822377";"Inhibition of human CA2 by stopped-flow assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4819110";"1";"Scientific Literature";"Bioorg Med Chem";"2021";"None";"";"INHIBITOR";"";"0.21"
"CHEMBL4876347";"";"None";"346.36";"0";"-2.11";"88";"C[C@@H]1OC[C@@](O)(NC(=O)c2ccc(S(N)(=O)=O)cc2)[C@H](O)[C@H]1O";"IC50";"'='";"70.0";"nM";"7.16";"";"";"UO_0000065";"20.66";"0.42";"9.26";"4.49";"0";"CHEMBL4822377";"Inhibition of human CA2 by stopped-flow assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4819110";"1";"Scientific Literature";"Bioorg Med Chem";"2021";"None";"";"INHIBITOR";"";"0.07"
"CHEMBL268177";"";"None";"298.11";"0";"0.52";"10";"Nc1ccc(S(N)(=O)=O)cc1I";"IC50";"'='";"1730.0";"nM";"5.76";"";"";"UO_0000065";"19.33";"0.66";"5.24";"6.69";"0";"CHEMBL828069";"Inhibitory concentration against human cystolic isozyme II of Carbonic anhydrase";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138639";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";"";"";"1.73"
"CHEMBL21";"SULFANILAMIDE";"4.0";"172.21";"0";"-0.08";"2";"Nc1ccc(S(N)(=O)=O)cc1";"IC50";"'='";"2400.0";"nM";"5.62";"";"";"UO_0000065";"32.63";"0.70";"5.70";"6.52";"0";"CHEMBL828069";"Inhibitory concentration against human cystolic isozyme II of Carbonic anhydrase";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138639";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";"";"";"2.4"
"CHEMBL20";"ACETAZOLAMIDE";"4.0";"222.25";"0";"-0.86";"1";"CC(=O)Nc1nnc(S(N)(=O)=O)s1";"IC50";"'='";"68.6";"nM";"7.16";"";"";"UO_0000065";"32.23";"0.75";"8.02";"6.23";"0";"CHEMBL929806";"Inhibition of human carbonic anhydrase 2 in presence of 0.10 mM threitol";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141531";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";"";"";"68.6"
"CHEMBL319397";"";"None";"311.36";"0";"0.02";"3q";"NS(=O)(=O)c1ccc(S(=O)(=O)CCCCO)c(F)c1";"IC50";"'='";"4.0";"nM";"8.40";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL694391";"Inhibitory activity against human carbonic anhydrase II using pH stat assay";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1125912";"1";"Scientific Literature";"J Med Chem";"1991";"None";"";"";"";"4.0"
